"","Municipio","Infectados","Recuperados","Obitos","Total","Dia_Juliano"
"2264","Primavera do Leste",80,16,0,96,150
"2265","Querencia",11,5,1,17,150
"2266","Ribeirao Cascalheira",5,0,0,5,150
"2267","Rio Branco",1,2,0,3,150
"2268","Rondolandia",0,2,0,2,150
"2269","Rondonopolis",115,50,5,170,150
"2270","Rosario Oeste",19,23,0,42,150
"2271","Santa Rita do Trivelato",1,0,0,1,150
"2272","Santo Afonso",1,0,0,1,150
"2273","Santo Antonio do Leverger",4,1,0,5,150
"2274","Sao Felix do Araguaia",0,1,0,1,150
"2275","Sao Jose do Povo",1,0,0,1,150
"2276","Sao Jose do Xingu",1,0,0,1,150
"2277","Sao Jose dos Quatro Marcos",2,5,0,7,150
"2278","Sao Pedro da Cipa",2,4,1,7,150
"2279","Sapezal",7,1,0,8,150
"2280","Sinop",31,20,2,53,150
"2281","Sorriso",51,24,0,75,150
"2282","Tangara da Serra",59,39,0,98,150
"2283","Tapurah",9,3,0,12,150
"2284","Terra Nova do Norte",1,0,0,1,150
"2285","Uniao do Sul",0,1,0,1,150
"2286","Vale de Sao Domingos",0,1,1,2,150
"2287","Varzea Grande",162,45,11,218,150
"2288","Vera",3,0,0,3,150
"2289","Vila Bela da Santissima Trindade",2,2,0,4,150
"2290","Vila Rica",12,0,0,12,150
"2291","Acorizal",9,0,0,9,151
"2292","Agua Boa",3,2,0,5,151
"2293","Alta Floresta",22,12,3,37,151
"2294","Alto Araguaia",7,2,1,10,151
"2295","Alto Boa Vista",2,0,1,3,151
"2296","Alto Garcas",0,1,0,1,151
"2297","Alto Paraguai",1,0,0,1,151
"2298","Arenapolis",1,0,0,1,151
"2299","Aripuana",20,4,1,25,151
"2300","Barra do Bugres",1,0,0,1,151
"2301","Barra do Garcas",44,25,4,73,151
"2302","Bom Jesus do Araguaia",2,2,0,4,151
"2303","Caceres",14,14,3,31,151
"2304","Campo Novo do Parecis",13,2,0,15,151
"2305","Campo Verde",39,1,0,40,151
"2306","Campos de Julio",0,1,0,1,151
"2307","Canarana",9,2,0,11,151
"2308","Chapada dos Guimaraes",7,4,1,12,151
"2309","Colider",7,0,0,7,151
"2310","Comodoro",2,0,0,2,151
"2311","Confresa",57,17,0,74,151
"2312","Conquista do Oeste",3,1,0,4,151
"2313","Cotriguacu",2,1,1,4,151
"2314","Cuiaba",521,193,9,723,151
"2315","Curvelandia",0,3,1,4,151
"2316","Denise",4,0,0,4,151
"2317","Dom Aquino",4,0,0,4,151
"2318","Guaranta do Norte",10,2,0,12,151
"2319","Guiratinga",1,0,0,1,151
"2320","Ipiranga do Norte",2,3,0,5,151
"2321","Itanhanga",1,0,0,1,151
"2322","Jaciara",12,25,0,37,151
"2323","Jangada",2,6,1,9,151
"2324","Jauru",1,0,1,2,151
"2325","Juara",3,0,1,4,151
"2326","Juina",3,3,1,7,151
"2327","Juscimeira",1,2,0,3,151
"2328","Lambari do Oeste",1,1,0,2,151
"2329","Lucas do Rio Verde",43,29,2,74,151
"2330","Luciara",1,0,0,1,151
"2331","Matupa",7,0,0,7,151
"2332","Mirassol do Oeste",6,7,1,14,151
"2333","Nobres",2,1,0,3,151
"2334","Nossa Senhora do Livramento",6,1,0,7,151
"2335","Nova Guarita",3,0,0,3,151
"2336","Nova Lacerda",3,1,0,4,151
"2337","Nova Maringa",1,0,0,1,151
"2338","Nova Monte Verde",0,1,0,1,151
"2339","Nova Mutum",16,14,1,31,151
"2340","Nova Olimpia",3,1,0,4,151
"2341","Nova Santa Helena",4,0,0,4,151
"2342","Nova Ubirata",17,0,0,17,151
"2343","Nova Xavantina",1,0,0,1,151
"2344","Novo Mundo",12,0,0,12,151
"2345","Novo Santo Antonio",3,0,0,3,151
"2346","Paranaita",1,0,0,1,151
"2347","Pedra Preta",5,0,0,5,151
"2348","Peixoto de Azevedo",10,15,0,25,151
"2349","Pocone",0,3,0,3,151
"2350","Pontal do Araguaia",5,2,0,7,151
"2351","Ponte Branca",0,0,1,1,151
"2352","Pontes e Lacerda",20,7,1,28,151
"2353","Porto Alegre do Norte",1,1,0,2,151
"2354","Porto Esperidiao",2,0,0,2,151
"2355","Poxoreu",0,2,0,2,151
"2356","Primavera do Leste",83,18,0,101,151
"2357","Querencia",8,8,1,17,151
"2358","Ribeirao Cascalheira",5,0,0,5,151
"2359","Rio Branco",1,2,0,3,151
"2360","Rondolandia",0,2,0,2,151
"2361","Rondonopolis",133,53,5,191,151
"2362","Rosario Oeste",19,23,0,42,151
"2363","Santa Rita do Trivelato",1,0,0,1,151
"2364","Santo Afonso",1,0,0,1,151
"2365","Santo Antonio do Leverger",4,1,0,5,151
"2366","Sao Felix do Araguaia",0,1,0,1,151
"2367","Sao Jose do Povo",1,0,0,1,151
"2368","Sao Jose do Xingu",1,0,0,1,151
"2369","Sao Jose dos Quatro Marcos",2,5,0,7,151
"2370","Sao Pedro da Cipa",2,4,1,7,151
"2371","Sapezal",21,1,0,22,151
"2372","Sinop",31,20,2,53,151
"2373","Sorriso",59,25,0,84,151
"2374","Tangara da Serra",72,39,0,111,151
"2375","Tapurah",9,3,0,12,151
"2376","Terra Nova do Norte",1,0,0,1,151
"2377","Uniao do Sul",0,1,0,1,151
"2378","Vale de Sao Domingos",0,1,1,2,151
"2379","Varzea Grande",171,45,11,227,151
"2380","Vera",3,0,0,3,151
"2381","Vila Bela da Santissima Trindade",2,2,0,4,151
"2382","Vila Rica",12,0,0,12,151
"2383","Acorizal",9,0,0,9,152
"2384","Agua Boa",3,2,0,5,152
"2385","Alta Floresta",21,13,3,37,152
"2386","Alto Araguaia",7,2,1,10,152
"2387","Alto Boa Vista",2,0,1,3,152
"2388","Alto Garcas",1,0,0,1,152
"2389","Alto Paraguai",1,0,0,1,152
"2390","Araputanga",2,0,0,2,152
"2391","Arenapolis",1,0,0,1,152
"2392","Aripuana",20,4,1,25,152
"2393","Barra do Bugres",1,0,0,1,152
"2394","Barra do Garcas",44,25,4,73,152
"2395","Bom Jesus do Araguaia",2,2,0,4,152
"2396","Caceres",12,16,3,31,152
"2397","Campo Novo do Parecis",15,2,0,17,152
"2398","Campo Verde",42,1,0,43,152
"2399","Campos de Julio",0,1,0,1,152
"2400","Canarana",9,2,0,11,152
"2401","Chapada dos Guimaraes",6,4,2,12,152
"2402","Colider",7,0,0,7,152
"2403","Colniza",1,0,0,1,152
"2404","Comodoro",2,0,0,2,152
"2405","Confresa",62,17,0,79,152
"2406","Conquista do Oeste",3,1,0,4,152
"2407","Cotriguacu",2,1,1,4,152
"2408","Cuiaba",525,212,10,747,152
"2409","Curvelandia",0,3,1,4,152
"2410","Denise",4,0,0,4,152
"2411","Dom Aquino",4,0,0,4,152
"2412","Guaranta do Norte",10,2,0,12,152
"2413","Guiratinga",1,0,0,1,152
"2414","Ipiranga do Norte",2,3,0,5,152
"2415","Itanhanga",1,0,0,1,152
"2416","Jaciara",13,25,0,38,152
"2417","Jangada",2,6,1,9,152
"2418","Jauru",1,0,1,2,152
"2419","Juara",3,0,1,4,152
"2420","Juina",3,3,1,7,152
"2421","Juscimeira",5,2,0,7,152
"2422","Lambari do Oeste",1,1,0,2,152
"2423","Lucas do Rio Verde",43,29,2,74,152
"2424","Luciara",1,0,0,1,152
"2425","Matupa",7,0,0,7,152
"2426","Mirassol do Oeste",6,7,1,14,152
"2427","Nobres",2,1,0,3,152
"2428","Nossa Senhora do Livramento",6,1,0,7,152
"2429","Nova Guarita",3,0,0,3,152
"2430","Nova Lacerda",3,1,0,4,152
"2431","Nova Maringa",1,0,0,1,152
"2432","Nova Monte Verde",0,1,0,1,152
"2433","Nova Mutum",17,14,1,32,152
"2434","Nova Olimpia",3,1,0,4,152
"2435","Nova Santa Helena",4,0,0,4,152
"2436","Nova Ubirata",17,0,0,17,152
"2437","Nova Xavantina",1,0,0,1,152
"2438","Novo Mundo",12,0,0,12,152
"2439","Novo Santo Antonio",3,0,0,3,152
"2440","Paranaita",1,0,0,1,152
"2441","Pedra Preta",5,0,0,5,152
"2442","Peixoto de Azevedo",10,15,0,25,152
"2443","Pocone",0,3,0,3,152
"2444","Pontal do Araguaia",5,2,0,7,152
"2445","Ponte Branca",0,0,1,1,152
"2446","Pontes e Lacerda",22,7,1,30,152
"2447","Porto Alegre do Norte",1,1,0,2,152
"2448","Porto Esperidiao",4,0,0,4,152
"2449","Poxoreu",0,2,0,2,152
"2450","Primavera do Leste",90,18,0,108,152
"2451","Querencia",8,8,1,17,152
"2452","Ribeirao Cascalheira",5,0,0,5,152
"2453","Rio Branco",1,2,0,3,152
"2454","Rondolandia",0,2,0,2,152
"2455","Rondonopolis",145,53,6,204,152
"2456","Rosario Oeste",19,23,0,42,152
"2457","Santa Rita do Trivelato",1,0,0,1,152
"2458","Santo Afonso",1,0,0,1,152
"2459","Santo Antonio do Leverger",4,1,0,5,152
"2460","Sao Felix do Araguaia",0,1,0,1,152
"2461","Sao Jose do Povo",1,0,0,1,152
"2462","Sao Jose do Xingu",1,0,0,1,152
"2463","Sao Jose dos Quatro Marcos",2,5,0,7,152
"2464","Sao Pedro da Cipa",2,4,1,7,152
"2465","Sapezal",22,1,0,23,152
"2466","Sinop",31,20,3,54,152
"2467","Sorriso",61,25,0,86,152
"2468","Tangara da Serra",73,39,0,112,152
"2469","Tapurah",9,3,0,12,152
"2470","Terra Nova do Norte",1,0,0,1,152
"2471","Uniao do Sul",0,1,0,1,152
"2472","Vale de Sao Domingos",0,1,1,2,152
"2473","Varzea Grande",174,45,12,231,152
"2474","Vera",3,0,0,3,152
"2475","Vila Bela da Santissima Trindade",2,2,0,4,152
"2476","Vila Rica",12,0,0,12,152
"2477","Acorizal",6,2,1,9,153
"2478","Agua Boa",3,2,0,5,153
"2479","Alta Floresta",21,13,3,37,153
"2480","Alto Araguaia",7,2,1,10,153
"2481","Alto Boa Vista",2,0,1,3,153
"2482","Alto Garcas",1,0,0,1,153
"2483","Alto Paraguai",1,0,0,1,153
"2484","Araputanga",2,0,0,2,153
"2485","Arenapolis",1,0,0,1,153
"2486","Aripuana",20,4,1,25,153
"2487","Barra do Bugres",1,0,0,1,153
"2488","Barra do Garcas",43,25,5,73,153
"2489","Bom Jesus do Araguaia",3,2,0,5,153
"2490","Caceres",14,16,3,33,153
"2491","Campo Novo do Parecis",9,8,0,17,153
"2492","Campo Verde",42,1,0,43,153
"2493","Campos de Julio",5,1,0,6,153
"2494","Canarana",9,2,0,11,153
"2495","Chapada dos Guimaraes",6,4,2,12,153
"2496","Colider",8,0,0,8,153
"2497","Colniza",1,0,0,1,153
"2498","Comodoro",5,0,0,5,153
"2499","Confresa",65,17,0,82,153
"2500","Conquista do Oeste",4,1,0,5,153
"2501","Cotriguacu",2,1,1,4,153
"2502","Cuiaba",568,216,11,795,153
"2503","Curvelandia",0,3,1,4,153
"2504","Denise",4,0,0,4,153
"2505","Dom Aquino",4,0,0,4,153
"2506","Guaranta do Norte",10,2,0,12,153
"2507","Guiratinga",1,0,0,1,153
"2508","Ipiranga do Norte",2,3,0,5,153
"2509","Itanhanga",1,0,0,1,153
"2510","Jaciara",12,27,0,39,153
"2511","Jangada",2,6,1,9,153
"2512","Jauru",1,0,1,2,153
"2513","Juara",3,0,1,4,153
"2514","Juina",7,3,1,11,153
"2515","Juscimeira",5,2,0,7,153
"2516","Lambari do Oeste",1,1,0,2,153
"2517","Lucas do Rio Verde",44,30,2,76,153
"2518","Luciara",1,0,0,1,153
"2519","Marcelandia",6,0,0,6,153
"2520","Matupa",7,0,0,7,153
"2521","Mirassol do Oeste",6,7,1,14,153
"2522","Nobres",2,1,0,3,153
"2523","Nossa Senhora do Livramento",6,3,0,9,153
"2524","Nova Guarita",2,0,0,2,153
"2525","Nova Lacerda",1,3,0,4,153
"2526","Nova Maringa",1,0,0,1,153
"2527","Nova Monte Verde",0,1,0,1,153
"2528","Nova Mutum",17,14,1,32,153
"2529","Nova Olimpia",3,1,0,4,153
"2530","Nova Santa Helena",4,0,0,4,153
"2531","Nova Ubirata",19,0,0,19,153
"2532","Nova Xavantina",1,0,0,1,153
"2533","Novo Mundo",11,1,0,12,153
"2534","Novo Santo Antonio",3,0,0,3,153
"2535","Paranaita",1,0,0,1,153
"2536","Pedra Preta",5,1,0,6,153
"2537","Peixoto de Azevedo",10,17,0,27,153
"2538","Pocone",0,3,0,3,153
"2539","Pontal do Araguaia",5,2,0,7,153
"2540","Ponte Branca",0,0,1,1,153
"2541","Pontes e Lacerda",29,10,1,40,153
"2542","Porto Alegre do Norte",1,1,0,2,153
"2543","Porto Esperidiao",4,0,0,4,153
"2544","Poxoreu",0,2,0,2,153
"2545","Primavera do Leste",100,17,0,117,153
"2546","Querencia",8,8,1,17,153
"2547","Ribeirao Cascalheira",5,0,0,5,153
"2548","Rio Branco",1,2,0,3,153
"2549","Rondolandia",0,2,0,2,153
"2550","Rondonopolis",145,54,7,206,153
"2551","Rosario Oeste",19,23,0,42,153
"2552","Santa Rita do Trivelato",1,0,0,1,153
"2553","Santo Afonso",1,0,0,1,153
"2554","Santo Antonio do Leverger",4,1,0,5,153
"2555","Sao Felix do Araguaia",0,1,0,1,153
"2556","Sao Jose do Povo",1,0,0,1,153
"2557","Sao Jose do Xingu",1,0,0,1,153
"2558","Sao Jose dos Quatro Marcos",2,5,0,7,153
"2559","Sao Pedro da Cipa",2,4,1,7,153
"2560","Sapezal",20,5,0,25,153
"2561","Sinop",35,20,3,58,153
"2562","Sorriso",62,25,0,87,153
"2563","Tangara da Serra",54,59,0,113,153
"2564","Tapurah",11,5,0,16,153
"2565","Terra Nova do Norte",1,0,0,1,153
"2566","Uniao do Sul",0,1,0,1,153
"2567","Vale de Sao Domingos",0,1,1,2,153
"2568","Varzea Grande",200,45,12,257,153
"2569","Vera",3,0,0,3,153
"2570","Vila Bela da Santissima Trindade",5,2,0,7,153
"2571","Vila Rica",15,0,0,15,153
"2572","Acorizal",6,2,1,9,154
"2573","Agua Boa",4,2,0,6,154
"2574","Alta Floresta",19,15,3,37,154
"2575","Alto Araguaia",3,6,1,10,154
"2576","Alto Boa Vista",2,0,1,3,154
"2577","Alto Garcas",0,1,0,1,154
"2578","Alto Paraguai",1,0,0,1,154
"2579","Araputanga",2,0,0,2,154
"2580","Arenapolis",1,0,0,1,154
"2581","Aripuana",16,8,1,25,154
"2582","Barra do Bugres",1,0,0,1,154
"2583","Barra do Garcas",43,29,5,77,154
"2584","Bom Jesus do Araguaia",4,2,0,6,154
"2585","Caceres",15,16,3,34,154
"2586","Campo Novo do Parecis",13,8,0,21,154
"2587","Campo Verde",43,1,0,44,154
"2588","Campos de Julio",5,1,0,6,154
"2589","Canarana",14,2,0,16,154
"2590","Chapada dos Guimaraes",5,5,2,12,154
"2591","Colider",8,0,0,8,154
"2592","Colniza",1,0,0,1,154
"2593","Comodoro",6,0,0,6,154
"2594","Confresa",75,23,1,99,154
"2595","Conquista do Oeste",6,1,0,7,154
"2596","Cotriguacu",3,1,1,5,154
"2597","Cuiaba",577,239,13,829,154
"2598","Curvelandia",0,3,1,4,154
"2599","Denise",4,0,0,4,154
"2600","Dom Aquino",4,0,0,4,154
"2601","Guaranta do Norte",14,2,0,16,154
"2602","Guiratinga",1,0,0,1,154
"2603","Ipiranga do Norte",2,3,0,5,154
"2604","Itanhanga",1,0,0,1,154
"2605","Jaciara",15,27,0,42,154
"2606","Jangada",2,6,1,9,154
"2607","Jauru",1,0,1,2,154
"2608","Juara",3,0,1,4,154
"2609","Juina",7,3,1,11,154
"2610","Juscimeira",5,2,0,7,154
"2611","Lambari do Oeste",1,1,0,2,154
"2612","Lucas do Rio Verde",48,30,2,80,154
"2613","Luciara",1,0,0,1,154
"2614","Marcelandia",6,0,0,6,154
"2615","Matupa",20,0,0,20,154
"2616","Mirassol do Oeste",6,7,1,14,154
"2617","Nobres",3,1,0,4,154
"2618","Nossa Senhora do Livramento",6,3,0,9,154
"2619","Nova Guarita",3,0,0,3,154
"2620","Nova Lacerda",1,3,0,4,154
"2621","Nova Maringa",1,0,0,1,154
"2622","Nova Monte Verde",0,1,0,1,154
"2623","Nova Mutum",19,15,1,35,154
"2624","Nova Olimpia",3,1,0,4,154
"2625","Nova Santa Helena",4,0,0,4,154
"2626","Nova Ubirata",19,0,0,19,154
"2627","Nova Xavantina",1,0,0,1,154
"2628","Novo Mundo",13,1,0,14,154
"2629","Novo Santo Antonio",3,0,0,3,154
"2630","Paranaita",1,0,0,1,154
"2631","Paranatinga",2,0,0,2,154
"2632","Pedra Preta",5,1,0,6,154
"2633","Peixoto de Azevedo",11,17,0,28,154
"2634","Pocone",0,3,0,3,154
"2635","Pontal do Araguaia",5,2,0,7,154
"2636","Ponte Branca",0,0,1,1,154
"2637","Pontes e Lacerda",29,10,1,40,154
"2638","Porto Alegre do Norte",1,1,0,2,154
"2639","Porto Esperidiao",6,0,0,6,154
"2640","Poxoreu",0,2,0,2,154
"2641","Primavera do Leste",113,17,0,130,154
"2642","Querencia",16,8,1,25,154
"2643","Ribeirao Cascalheira",5,0,0,5,154
"2644","Rio Branco",0,3,0,3,154
"2645","Rondolandia",0,2,0,2,154
"2646","Rondonopolis",172,54,8,234,154
"2647","Rosario Oeste",18,26,0,44,154
"2648","Santa Rita do Trivelato",1,0,0,1,154
"2649","Santo Afonso",1,0,0,1,154
"2650","Santo Antonio do Leste",1,0,0,1,154
"2651","Santo Antonio do Leverger",5,1,0,6,154
"2652","Sao Felix do Araguaia",0,1,0,1,154
"2653","Sao Jose do Povo",1,0,0,1,154
"2654","Sao Jose do Xingu",1,0,0,1,154
"2655","Sao Jose dos Quatro Marcos",2,5,0,7,154
"2656","Sao Pedro da Cipa",2,4,1,7,154
"2657","Sapezal",21,5,0,26,154
"2658","Sinop",39,20,3,62,154
"2659","Sorriso",61,26,0,87,154
"2660","Tangara da Serra",55,59,1,115,154
"2661","Tapurah",11,5,0,16,154
"2662","Terra Nova do Norte",1,0,0,1,154
"2663","Uniao do Sul",0,1,0,1,154
"2664","Vale de Sao Domingos",0,1,1,2,154
"2665","Varzea Grande",205,45,15,265,154
"2666","Vera",3,0,0,3,154
"2667","Vila Bela da Santissima Trindade",5,2,0,7,154
"2668","Vila Rica",15,0,0,15,154
"2669","Acorizal",6,2,1,9,155
"2670","Agua Boa",4,2,0,6,155
"2671","Alta Floresta",17,17,3,37,155
"2672","Alto Araguaia",3,6,1,10,155
"2673","Alto Boa Vista",2,0,1,3,155
"2674","Alto Garcas",0,1,0,1,155
"2675","Alto Paraguai",0,1,0,1,155
"2676","Araputanga",2,0,0,2,155
"2677","Arenapolis",1,0,0,1,155
"2678","Aripuana",16,8,1,25,155
"2679","Barra do Bugres",1,0,0,1,155
"2680","Barra do Garcas",43,34,5,82,155
"2681","Bom Jesus do Araguaia",4,2,0,6,155
"2682","Caceres",13,19,3,35,155
"2683","Campo Novo do Parecis",6,15,0,21,155
"2684","Campo Verde",33,16,0,49,155
"2685","Campos de Julio",6,1,0,7,155
"2686","Canabrava do Norte",5,0,0,5,155
"2687","Canarana",14,2,0,16,155
"2688","Chapada dos Guimaraes",5,5,2,12,155
"2689","Colider",5,4,0,9,155
"2690","Colniza",1,0,0,1,155
"2691","Comodoro",6,0,0,6,155
"2692","Confresa",75,28,2,105,155
"2693","Conquista do Oeste",4,3,0,7,155
"2694","Cotriguacu",1,3,1,5,155
"2695","Cuiaba",627,248,13,888,155
"2696","Curvelandia",0,3,1,4,155
"2697","Denise",3,1,0,4,155
"2698","Dom Aquino",2,3,0,5,155
"2699","Guaranta do Norte",14,2,0,16,155
"2700","Guiratinga",1,0,0,1,155
"2701","Ipiranga do Norte",2,3,0,5,155
"2702","Itanhanga",1,0,0,1,155
"2703","Jaciara",15,29,0,44,155
"2704","Jangada",3,6,1,10,155
"2705","Jauru",0,1,1,2,155
"2706","Juara",4,0,1,5,155
"2707","Juina",6,4,1,11,155
"2708","Juscimeira",5,2,0,7,155
"2709","Lambari do Oeste",0,2,0,2,155
"2710","Lucas do Rio Verde",48,30,2,80,155
"2711","Luciara",1,0,0,1,155
"2712","Marcelandia",6,0,0,6,155
"2713","Matupa",20,0,0,20,155
"2714","Mirassol do Oeste",6,7,1,14,155
"2715","Nobres",3,1,0,4,155
"2716","Nossa Senhora do Livramento",6,3,0,9,155
"2717","Nova Guarita",3,0,0,3,155
"2718","Nova Lacerda",1,3,0,4,155
"2719","Nova Maringa",1,0,0,1,155
"2720","Nova Monte Verde",0,1,0,1,155
"2721","Nova Mutum",19,15,1,35,155
"2722","Nova Olimpia",2,2,0,4,155
"2723","Nova Santa Helena",4,0,0,4,155
"2724","Nova Ubirata",19,0,0,19,155
"2725","Nova Xavantina",1,0,0,1,155
"2726","Novo Mundo",13,1,0,14,155
"2727","Novo Santo Antonio",3,0,0,3,155
"2728","Paranaita",1,0,0,1,155
"2729","Paranatinga",0,2,0,2,155
"2730","Pedra Preta",7,1,0,8,155
"2731","Peixoto de Azevedo",16,17,0,33,155
"2732","Pocone",0,3,0,3,155
"2733","Pontal do Araguaia",6,2,0,8,155
"2734","Ponte Branca",0,0,1,1,155
"2735","Pontes e Lacerda",30,15,1,46,155
"2736","Porto Alegre do Norte",0,2,0,2,155
"2737","Porto Esperidiao",6,0,0,6,155
"2738","Poxoreu",0,2,0,2,155
"2739","Primavera do Leste",108,35,0,143,155
"2740","Querencia",9,17,1,27,155
"2741","Ribeirao Cascalheira",5,0,0,5,155
"2742","Rio Branco",0,3,0,3,155
"2743","Rondolandia",0,2,0,2,155
"2744","Rondonopolis",188,54,9,251,155
"2745","Rosario Oeste",14,30,1,45,155
"2746","Santa Cruz do Xingu",1,0,0,1,155
"2747","Santa Rita do Trivelato",1,0,0,1,155
"2748","Santo Afonso",2,0,0,2,155
"2749","Santo Antonio do Leste",2,0,0,2,155
"2750","Santo Antonio do Leverger",5,1,0,6,155
"2751","Sao Felix do Araguaia",0,1,0,1,155
"2752","Sao Jose do Povo",1,0,0,1,155
"2753","Sao Jose do Xingu",1,0,0,1,155
"2754","Sao Jose dos Quatro Marcos",2,5,0,7,155
"2755","Sao Pedro da Cipa",2,4,1,7,155
"2756","Sapezal",13,13,0,26,155
"2757","Sinop",40,20,3,63,155
"2758","Sorriso",62,26,0,88,155
"2759","Tangara da Serra",72,71,1,144,155
"2760","Tapurah",11,5,0,16,155
"2761","Terra Nova do Norte",1,0,0,1,155
"2762","Uniao do Sul",0,1,0,1,155
"2763","Vale de Sao Domingos",0,1,1,2,155
"2764","Varzea Grande",238,45,16,299,155
"2765","Vera",3,0,0,3,155
"2766","Vila Bela da Santissima Trindade",8,2,0,10,155
"2767","Vila Rica",21,0,0,21,155
"2768","Acorizal",6,2,1,9,156
"2769","Agua Boa",4,2,0,6,156
"2770","Alta Floresta",15,20,3,38,156
"2771","Alto Araguaia",1,8,1,10,156
"2772","Alto Boa Vista",2,0,1,3,156
"2773","Alto Garcas",0,1,0,1,156
"2774","Alto Paraguai",0,1,0,1,156
"2775","Araputanga",3,0,0,3,156
"2776","Arenapolis",1,0,0,1,156
"2777","Aripuana",16,8,1,25,156
"2778","Barra do Bugres",5,0,0,5,156
"2779","Barra do Garcas",43,39,5,87,156
"2780","Bom Jesus do Araguaia",4,2,0,6,156
"2781","Caceres",13,19,4,36,156
"2782","Campo Novo do Parecis",13,15,0,28,156
"2783","Campo Verde",41,22,0,63,156
"2784","Campos de Julio",9,1,0,10,156
"2785","Canabrava do Norte",5,0,0,5,156
"2786","Canarana",14,2,0,16,156
"2787","Chapada dos Guimaraes",5,5,2,12,156
"2788","Colider",5,4,0,9,156
"2789","Colniza",1,0,0,1,156
"2790","Comodoro",6,0,0,6,156
"2791","Confresa",94,29,3,126,156
"2792","Conquista do Oeste",4,3,0,7,156
"2793","Cotriguacu",1,3,1,5,156
"2794","Cuiaba",709,253,13,975,156
"2795","Curvelandia",0,3,1,4,156
"2796","Denise",3,1,0,4,156
"2797","Dom Aquino",2,3,0,5,156
"2798","Guaranta do Norte",14,2,0,16,156
"2799","Guiratinga",1,0,0,1,156
"2800","Ipiranga do Norte",0,5,0,5,156
"2801","Itanhanga",1,0,0,1,156
"2802","Itiquira",1,0,0,1,156
"2803","Jaciara",12,33,0,45,156
"2804","Jangada",3,6,1,10,156
"2805","Jauru",0,1,1,2,156
"2806","Juara",4,0,1,5,156
"2807","Juina",6,4,1,11,156
"2808","Juscimeira",5,2,0,7,156
"2809","Lambari do Oeste",0,2,0,2,156
"2810","Lucas do Rio Verde",58,39,2,99,156
"2811","Luciara",1,0,0,1,156
"2812","Marcelandia",7,0,0,7,156
"2813","Matupa",20,0,0,20,156
"2814","Mirassol do Oeste",9,7,1,17,156
"2815","Nobres",3,1,0,4,156
"2816","Nossa Senhora do Livramento",11,3,0,14,156
"2817","Nova Guarita",3,0,0,3,156
"2818","Nova Lacerda",1,3,0,4,156
"2819","Nova Maringa",1,0,0,1,156
"2820","Nova Monte Verde",0,1,0,1,156
"2821","Nova Mutum",23,27,1,51,156
"2822","Nova Olimpia",2,2,0,4,156
"2823","Nova Santa Helena",4,0,0,4,156
"2824","Nova Ubirata",17,2,0,19,156
"2825","Nova Xavantina",1,0,0,1,156
"2826","Novo Mundo",10,4,0,14,156
"2827","Novo Santo Antonio",3,0,0,3,156
"2828","Paranaita",1,0,0,1,156
"2829","Paranatinga",0,2,0,2,156
"2830","Pedra Preta",13,1,0,14,156
"2831","Peixoto de Azevedo",13,20,0,33,156
"2832","Pocone",1,3,0,4,156
"2833","Pontal do Araguaia",6,2,0,8,156
"2834","Ponte Branca",0,0,1,1,156
"2835","Pontes e Lacerda",43,16,2,61,156
"2836","Porto Alegre do Norte",0,2,0,2,156
"2837","Porto Esperidiao",6,0,0,6,156
"2838","Poxoreu",0,2,0,2,156
"2839","Primavera do Leste",118,35,0,153,156
"2840","Querencia",9,17,1,27,156
"2841","Ribeirao Cascalheira",5,0,0,5,156
"2842","Rio Branco",0,3,0,3,156
"2843","Rondolandia",0,2,0,2,156
"2844","Rondonopolis",190,54,9,253,156
"2845","Rosario Oeste",13,31,1,45,156
"2846","Santa Cruz do Xingu",1,0,0,1,156
"2847","Santa Rita do Trivelato",1,0,0,1,156
"2848","Santo Afonso",2,0,0,2,156
"2849","Santo Antonio do Leste",2,0,0,2,156
"2850","Santo Antonio do Leverger",6,1,0,7,156
"2851","Sao Felix do Araguaia",0,1,0,1,156
"2852","Sao Jose do Povo",2,1,0,3,156
"2853","Sao Jose do Rio Claro",1,0,1,2,156
"2854","Sao Jose do Xingu",2,0,0,2,156
"2855","Sao Jose dos Quatro Marcos",4,5,1,10,156
"2856","Sao Pedro da Cipa",2,4,1,7,156
"2857","Sapezal",18,13,0,31,156
"2858","Sinop",48,32,3,83,156
"2859","Sorriso",100,34,0,134,156
"2860","Tangara da Serra",80,71,1,152,156
"2861","Tapurah",25,5,0,30,156
"2862","Terra Nova do Norte",1,0,0,1,156
"2863","Uniao do Sul",0,1,0,1,156
"2864","Vale de Sao Domingos",0,1,1,2,156
"2865","Varzea Grande",206,102,16,324,156
"2866","Vera",3,0,0,3,156
"2867","Vila Bela da Santissima Trindade",12,2,0,14,156
"2868","Vila Rica",23,0,0,23,156
"2869","Acorizal",6,2,1,9,157
