"","Municipio","Infectados","Recuperados","Obitos","Total","Dia_Juliano"
"5100","Feliz Natal",23,3,0,26,176
"5101","Figueiropolis do Oeste",0,0,1,1,176
"5102","Gaucha do Norte",13,2,0,15,176
"5103","General Carneiro",11,2,1,14,176
"5104","Guaranta do Norte",40,48,1,89,176
"5105","Guiratinga",7,5,0,12,176
"5106","Indiavai",2,0,0,2,176
"5107","Ipiranga do Norte",11,9,0,20,176
"5108","Itanhanga",1,1,0,2,176
"5109","Itauba",2,3,0,5,176
"5110","Itiquira",6,8,0,14,176
"5111","Jaciara",34,72,1,107,176
"5112","Jangada",14,16,1,31,176
"5113","Jauru",0,1,1,2,176
"5114","Juara",11,6,1,18,176
"5115","Juina",20,18,4,42,176
"5116","Juruena",8,0,0,8,176
"5117","Juscimeira",17,16,0,33,176
"5118","Lambari do Oeste",10,7,0,17,176
"5119","Lucas do Rio Verde",220,132,8,360,176
"5120","Luciara",0,1,0,1,176
"5121","Marcelandia",44,11,0,55,176
"5122","Matupa",85,19,1,105,176
"5123","Mirassol do Oeste",24,18,1,43,176
"5124","Nobres",14,4,1,19,176
"5125","Nortelandia",2,0,0,2,176
"5126","Nossa Senhora do Livramento",73,45,4,122,176
"5127","Nova Bandeirantes",1,0,0,1,176
"5128","Nova Brasilandia",1,1,0,2,176
"5129","Nova Canaa do Norte",4,0,0,4,176
"5130","Nova Guarita",0,5,0,5,176
"5131","Nova Lacerda",3,4,1,8,176
"5132","Nova Marilandia",2,7,0,9,176
"5133","Nova Maringa",5,2,0,7,176
"5134","Nova Monte Verde",0,3,0,3,176
"5135","Nova Mutum",167,138,7,312,176
"5136","Nova Nazare",0,1,0,1,176
"5137","Nova Olimpia",7,5,2,14,176
"5138","Nova Santa Helena",12,8,2,22,176
"5139","Nova Ubirata",27,16,0,43,176
"5140","Nova Xavantina",0,1,4,5,176
"5141","Novo Mundo",7,16,0,23,176
"5142","Novo Santo Antonio",5,19,0,24,176
"5143","Paranaita",3,1,0,4,176
"5144","Paranatinga",30,2,0,32,176
"5145","Pedra Preta",76,31,1,108,176
"5146","Peixoto de Azevedo",35,62,1,98,176
"5147","Pocone",41,19,5,65,176
"5148","Pontal do Araguaia",17,7,0,24,176
"5149","Ponte Branca",0,0,1,1,176
"5150","Pontes e Lacerda",105,56,10,171,176
"5151","Porto Alegre do Norte",3,6,0,9,176
"5152","Porto dos Gauchos",20,1,1,22,176
"5153","Porto Esperidiao",69,18,4,91,176
"5154","Porto Estrela",3,0,0,3,176
"5155","Poxoreu",26,8,0,34,176
"5156","Primavera do Leste",259,208,9,476,176
"5157","Querencia",82,47,5,134,176
"5158","Ribeirao Cascalheira",17,7,0,24,176
"5159","Rio Branco",4,3,0,7,176
"5160","Rondolandia",0,2,0,2,176
"5161","Rondonopolis",611,308,34,953,176
"5162","Rosario Oeste",20,47,4,71,176
"5163","Santa Carmem",19,3,0,22,176
"5164","Santa Cruz do Xingu",11,5,0,16,176
"5165","Santa Rita do Trivelato",4,0,0,4,176
"5166","Santa Terezinha",1,0,0,1,176
"5167","Santo Afonso",3,1,1,5,176
"5168","Santo Antonio do Leste",7,0,0,7,176
"5169","Santo Antonio do Leverger",13,5,0,18,176
"5170","Sao Felix do Araguaia",6,5,0,11,176
"5171","Sao Jose do Povo",5,9,1,15,176
"5172","Sao Jose do Rio Claro",7,5,1,13,176
"5173","Sao Jose do Xingu",7,0,0,7,176
"5174","Sao Jose dos Quatro Marcos",8,14,2,24,176
"5175","Sao Pedro da Cipa",0,8,1,9,176
"5176","Sapezal",23,79,1,103,176
"5177","Serra Nova Dourada",4,1,0,5,176
"5178","Sinop",129,171,19,319,176
"5179","Sorriso",303,163,5,471,176
"5180","Tabapora",17,0,1,18,176
"5181","Tangara da Serra",138,271,6,415,176
"5182","Tapurah",40,33,0,73,176
"5183","Terra Nova do Norte",10,6,0,16,176
"5184","Uniao do Sul",4,2,0,6,176
"5185","Vale de Sao Domingos",4,1,1,6,176
"5186","Varzea Grande",685,155,92,932,176
"5187","Vera",17,3,1,21,176
"5188","Vila Bela da Santissima Trindade",37,2,2,41,176
"5189","Vila Rica",39,21,2,62,176
"5190","Acorizal",9,15,1,25,177
"5191","Agua Boa",26,30,2,58,177
"5192","Alta Floresta",25,107,3,135,177
"5193","Alto Araguaia",15,14,3,32,177
"5194","Alto Boa Vista",5,16,2,23,177
"5195","Alto Garcas",8,9,0,17,177
"5196","Alto Paraguai",4,3,0,7,177
"5197","Alto Taquari",2,1,1,4,177
"5198","Araputanga",7,10,0,17,177
"5199","Arenapolis",2,18,1,21,177
"5200","Aripuana",5,47,2,54,177
"5201","Barao de Melgaco",4,0,0,4,177
"5202","Barra do Bugres",12,10,1,23,177
"5203","Barra do Garcas",100,74,9,183,177
"5204","Bom Jesus do Araguaia",4,18,0,22,177
"5205","Brasnorte",3,2,0,5,177
"5206","Caceres",129,48,7,184,177
"5207","Campinapolis",11,0,2,13,177
"5208","Campo Novo do Parecis",45,113,1,159,177
"5209","Campo Verde",162,118,2,282,177
"5210","Campos de Julio",46,30,2,78,177
"5211","Canabrava do Norte",6,15,0,21,177
"5212","Canarana",26,31,2,59,177
"5213","Castanheira",1,1,0,2,177
"5214","Chapada dos Guimaraes",15,24,4,43,177
"5215","Claudia",16,3,0,19,177
"5216","Cocalinho",3,0,0,3,177
"5217","Colider",25,76,2,103,177
"5218","Colniza",1,1,0,2,177
"5219","Comodoro",13,17,1,31,177
"5220","Confresa",123,157,7,287,177
"5221","Conquista do Oeste",7,3,0,10,177
"5222","Cotriguacu",0,7,2,9,177
"5223","Cuiaba",2332,664,136,3132,177
"5224","Curvelandia",7,7,2,16,177
"5225","Denise",1,3,0,4,177
"5226","Diamantino",29,9,1,39,177
"5227","Dom Aquino",3,16,1,20,177
"5228","Feliz Natal",29,10,0,39,177
"5229","Figueiropolis do Oeste",4,0,1,5,177
"5230","Gaucha do Norte",14,3,0,17,177
"5231","General Carneiro",15,2,1,18,177
"5232","Guaranta do Norte",51,48,1,100,177
"5233","Guiratinga",4,8,0,12,177
"5234","Indiavai",2,0,0,2,177
"5235","Ipiranga do Norte",12,9,0,21,177
"5236","Itanhanga",2,1,0,3,177
"5237","Itauba",2,3,0,5,177
"5238","Itiquira",7,8,0,15,177
"5239","Jaciara",41,76,2,119,177
"5240","Jangada",14,16,1,31,177
"5241","Jauru",1,2,1,4,177
"5242","Juara",13,8,1,22,177
"5243","Juina",29,21,4,54,177
"5244","Juruena",27,0,0,27,177
"5245","Juscimeira",17,17,0,34,177
"5246","Lambari do Oeste",14,7,0,21,177
"5247","Lucas do Rio Verde",257,146,8,411,177
"5248","Luciara",0,1,0,1,177
"5249","Marcelandia",40,17,0,57,177
"5250","Matupa",98,23,1,122,177
"5251","Mirassol do Oeste",28,18,1,47,177
"5252","Nobres",15,4,1,20,177
"5253","Nortelandia",4,0,0,4,177
"5254","Nossa Senhora do Livramento",73,52,4,129,177
"5255","Nova Bandeirantes",1,0,0,1,177
"5256","Nova Brasilandia",1,1,0,2,177
"5257","Nova Canaa do Norte",4,0,0,4,177
"5258","Nova Guarita",0,5,0,5,177
"5259","Nova Lacerda",3,7,1,11,177
"5260","Nova Marilandia",2,7,0,9,177
"5261","Nova Maringa",5,2,0,7,177
"5262","Nova Monte Verde",1,3,0,4,177
"5263","Nova Mutum",157,150,7,314,177
"5264","Nova Nazare",0,1,0,1,177
"5265","Nova Olimpia",11,5,2,18,177
"5266","Nova Santa Helena",12,8,2,22,177
"5267","Nova Ubirata",30,19,0,49,177
"5268","Nova Xavantina",1,1,4,6,177
"5269","Novo Horizonte do Norte",1,0,0,1,177
"5270","Novo Mundo",7,16,0,23,177
"5271","Novo Santo Antonio",7,20,0,27,177
"5272","Paranaita",3,1,0,4,177
"5273","Paranatinga",34,2,0,36,177
"5274","Pedra Preta",82,31,1,114,177
"5275","Peixoto de Azevedo",53,63,1,117,177
"5276","Pocone",38,23,5,66,177
"5277","Pontal do Araguaia",23,7,0,30,177
"5278","Ponte Branca",0,0,1,1,177
"5279","Pontes e Lacerda",223,74,14,311,177
"5280","Porto Alegre do Norte",3,6,0,9,177
"5281","Porto dos Gauchos",20,1,1,22,177
"5282","Porto Esperidiao",80,19,4,103,177
"5283","Porto Estrela",3,0,1,4,177
"5284","Poxoreu",37,11,0,48,177
"5285","Primavera do Leste",267,225,9,501,177
"5286","Querencia",96,48,5,149,177
"5287","Ribeirao Cascalheira",17,7,0,24,177
"5288","Ribeiraozinho",2,0,0,2,177
"5289","Rio Branco",4,3,0,7,177
"5290","Rondolandia",0,2,0,2,177
"5291","Rondonopolis",637,308,38,983,177
"5292","Rosario Oeste",34,52,4,90,177
"5293","Santa Carmem",21,3,1,25,177
"5294","Santa Cruz do Xingu",11,5,0,16,177
"5295","Santa Rita do Trivelato",4,0,0,4,177
"5296","Santa Terezinha",1,0,0,1,177
"5297","Santo Afonso",6,1,1,8,177
"5298","Santo Antonio do Leste",7,0,0,7,177
"5299","Santo Antonio do Leverger",13,5,0,18,177
"5300","Sao Felix do Araguaia",5,6,0,11,177
"5301","Sao Jose do Povo",5,9,1,15,177
"5302","Sao Jose do Rio Claro",7,5,1,13,177
"5303","Sao Jose do Xingu",7,0,0,7,177
"5304","Sao Jose dos Quatro Marcos",8,14,2,24,177
"5305","Sao Pedro da Cipa",0,8,1,9,177
"5306","Sapezal",18,89,1,108,177
"5307","Serra Nova Dourada",4,1,0,5,177
"5308","Sinop",138,176,19,333,177
"5309","Sorriso",371,163,5,539,177
"5310","Tabapora",17,0,1,18,177
"5311","Tangara da Serra",116,323,6,445,177
"5312","Tapurah",47,37,0,84,177
"5313","Terra Nova do Norte",11,8,0,19,177
"5314","Uniao do Sul",3,3,0,6,177
"5315","Vale de Sao Domingos",1,6,1,8,177
"5316","Varzea Grande",715,156,97,968,177
"5317","Vera",17,3,1,21,177
"5318","Vila Bela da Santissima Trindade",85,19,3,107,177
"5319","Vila Rica",43,21,2,66,177
"5320","Acorizal",9,15,1,25,178
"5321","Agua Boa",25,39,2,66,178
"5322","Alta Floresta",32,110,3,145,178
"5323","Alto Araguaia",16,14,3,33,178
"5324","Alto Boa Vista",5,16,2,23,178
"5325","Alto Garcas",15,9,0,24,178
"5326","Alto Paraguai",6,3,0,9,178
"5327","Alto Taquari",2,1,1,4,178
"5328","Araguaiana",5,0,0,5,178
"5329","Araputanga",7,10,0,17,178
"5330","Arenapolis",2,19,1,22,178
"5331","Aripuana",13,47,2,62,178
"5332","Barao de Melgaco",4,0,0,4,178
"5333","Barra do Bugres",12,10,1,23,178
"5334","Barra do Garcas",104,77,9,190,178
"5335","Bom Jesus do Araguaia",5,18,0,23,178
"5336","Brasnorte",3,2,0,5,178
"5337","Caceres",156,48,8,212,178
"5338","Campinapolis",11,0,3,14,178
"5339","Campo Novo do Parecis",57,113,1,171,178
"5340","Campo Verde",185,119,2,306,178
"5341","Campos de Julio",52,31,2,85,178
"5342","Canabrava do Norte",8,15,0,23,178
"5343","Canarana",26,34,2,62,178
"5344","Castanheira",1,1,0,2,178
"5345","Chapada dos Guimaraes",15,25,4,44,178
"5346","Claudia",21,3,0,24,178
"5347","Cocalinho",5,0,0,5,178
"5348","Colider",52,80,2,134,178
"5349","Colniza",1,1,0,2,178
"5350","Comodoro",14,17,1,32,178
"5351","Confresa",129,164,7,300,178
"5352","Conquista do Oeste",8,3,0,11,178
"5353","Cotriguacu",0,7,2,9,178
"5354","Cuiaba",2435,678,145,3258,178
"5355","Curvelandia",8,7,1,16,178
"5356","Denise",1,3,0,4,178
"5357","Diamantino",28,10,1,39,178
"5358","Dom Aquino",3,17,1,21,178
"5359","Feliz Natal",33,10,1,44,178
"5360","Figueiropolis do Oeste",3,4,1,8,178
"5361","Gaucha do Norte",14,3,0,17,178
"5362","General Carneiro",15,2,2,19,178
"5363","Guaranta do Norte",48,54,1,103,178
"5364","Guiratinga",4,8,0,12,178
"5365","Indiavai",2,0,0,2,178
"5366","Ipiranga do Norte",11,10,0,21,178
"5367","Itanhanga",4,2,0,6,178
"5368","Itauba",2,3,0,5,178
"5369","Itiquira",8,8,0,16,178
"5370","Jaciara",46,77,2,125,178
"5371","Jangada",14,16,1,31,178
"5372","Jauru",1,2,1,4,178
"5373","Juara",13,11,1,25,178
"5374","Juina",34,23,4,61,178
"5375","Juruena",27,0,0,27,178
"5376","Juscimeira",22,17,1,40,178
"5377","Lambari do Oeste",17,7,0,24,178
"5378","Lucas do Rio Verde",269,146,10,425,178
"5379","Luciara",0,1,0,1,178
"5380","Marcelandia",40,17,0,57,178
"5381","Matupa",96,26,1,123,178
"5382","Mirassol do Oeste",29,22,1,52,178
"5383","Nobres",17,7,1,25,178
"5384","Nortelandia",4,0,0,4,178
"5385","Nossa Senhora do Livramento",57,73,4,134,178
"5386","Nova Bandeirantes",6,0,1,7,178
"5387","Nova Brasilandia",1,1,0,2,178
"5388","Nova Canaa do Norte",7,0,0,7,178
"5389","Nova Guarita",0,5,0,5,178
"5390","Nova Lacerda",3,7,1,11,178
"5391","Nova Marilandia",4,7,0,11,178
"5392","Nova Maringa",5,2,0,7,178
"5393","Nova Monte Verde",2,3,0,5,178
"5394","Nova Mutum",186,180,7,373,178
"5395","Nova Nazare",0,1,0,1,178
"5396","Nova Olimpia",9,7,2,18,178
"5397","Nova Santa Helena",13,8,2,23,178
"5398","Nova Ubirata",17,32,0,49,178
"5399","Nova Xavantina",1,2,4,7,178
"5400","Novo Horizonte do Norte",1,0,0,1,178
"5401","Novo Mundo",7,18,0,25,178
"5402","Novo Santo Antonio",6,23,0,29,178
"5403","Novo Sao Joaquim",2,0,0,2,178
"5404","Paranaita",4,4,0,8,178
"5405","Paranatinga",34,2,0,36,178
"5406","Pedra Preta",82,31,1,114,178
"5407","Peixoto de Azevedo",53,63,1,117,178
"5408","Pocone",45,23,5,73,178
"5409","Pontal do Araguaia",22,8,0,30,178
"5410","Ponte Branca",0,0,1,1,178
"5411","Pontes e Lacerda",202,97,14,313,178
"5412","Porto Alegre do Norte",3,7,0,10,178
"5413","Porto dos Gauchos",20,1,1,22,178
"5414","Porto Esperidiao",81,19,4,104,178
"5415","Porto Estrela",3,0,1,4,178
"5416","Poxoreu",42,12,0,54,178
"5417","Primavera do Leste",286,225,11,522,178
"5418","Querencia",116,49,5,170,178
"5419","Reserva do Cabacal",1,0,0,1,178
"5420","Ribeirao Cascalheira",22,8,0,30,178
"5421","Ribeiraozinho",2,0,0,2,178
"5422","Rio Branco",4,4,0,8,178
"5423","Rondolandia",0,2,0,2,178
"5424","Rondonopolis",692,309,37,1038,178
"5425","Rosario Oeste",36,52,4,92,178
"5426","Salto do Ceu",2,0,0,2,178
"5427","Santa Carmem",22,3,1,26,178
"5428","Santa Cruz do Xingu",11,5,0,16,178
"5429","Santa Rita do Trivelato",4,0,0,4,178
"5430","Santa Terezinha",1,0,0,1,178
"5431","Santo Afonso",6,1,1,8,178
"5432","Santo Antonio do Leste",7,0,0,7,178
"5433","Santo Antonio do Leverger",13,5,0,18,178
"5434","Sao Felix do Araguaia",7,7,0,14,178
"5435","Sao Jose do Povo",7,9,1,17,178
"5436","Sao Jose do Rio Claro",6,6,1,13,178
"5437","Sao Jose do Xingu",6,0,2,8,178
"5438","Sao Jose dos Quatro Marcos",9,16,2,27,178
"5439","Sao Pedro da Cipa",0,8,1,9,178
"5440","Sapezal",37,89,2,128,178
"5441","Serra Nova Dourada",4,1,0,5,178
"5442","Sinop",135,203,19,357,178
"5443","Sorriso",393,163,7,563,178
"5444","Tabapora",22,0,1,23,178
"5445","Tangara da Serra",152,326,6,484,178
"5446","Tapurah",48,37,0,85,178
"5447","Terra Nova do Norte",13,8,0,21,178
"5448","Uniao do Sul",3,3,0,6,178
"5449","Vale de Sao Domingos",1,6,1,8,178
"5450","Varzea Grande",726,227,102,1055,178
"5451","Vera",17,3,1,21,178
"5452","Vila Bela da Santissima Trindade",85,19,3,107,178
"5453","Vila Rica",36,31,2,69,178
"5454","Acorizal",17,15,1,33,179
"5455","Agua Boa",36,39,2,77,179
"5456","Alta Floresta",26,116,3,145,179
"5457","Alto Araguaia",16,14,3,33,179
"5458","Alto Boa Vista",6,16,2,24,179
"5459","Alto Garcas",21,9,0,30,179
"5460","Alto Paraguai",6,3,0,9,179
"5461","Alto Taquari",3,1,1,5,179
"5462","Araguaiana",5,0,0,5,179
"5463","Araputanga",7,10,0,17,179
"5464","Arenapolis",2,19,1,22,179
"5465","Aripuana",13,47,2,62,179
"5466","Barao de Melgaco",6,0,0,6,179
"5467","Barra do Bugres",13,13,1,27,179
"5468","Barra do Garcas",105,77,12,194,179
"5469","Bom Jesus do Araguaia",8,18,0,26,179
"5470","Brasnorte",3,2,0,5,179
"5471","Caceres",175,58,9,242,179
"5472","Campinapolis",13,0,3,16,179
"5473","Campo Novo do Parecis",71,118,1,190,179
"5474","Campo Verde",189,129,2,320,179
"5475","Campos de Julio",52,31,2,85,179
"5476","Canabrava do Norte",8,15,0,23,179
"5477","Canarana",31,34,2,67,179
"5478","Castanheira",2,1,0,3,179
"5479","Chapada dos Guimaraes",25,25,4,54,179
"5480","Claudia",36,3,0,39,179
"5481","Cocalinho",5,0,0,5,179
"5482","Colider",54,80,2,136,179
"5483","Colniza",1,1,0,2,179
"5484","Comodoro",14,17,1,32,179
"5485","Confresa",129,173,7,309,179
"5486","Conquista do Oeste",8,3,0,11,179
"5487","Cotriguacu",0,7,2,9,179
"5488","Cuiaba",2565,679,150,3394,179
"5489","Curvelandia",9,8,1,18,179
"5490","Denise",1,3,0,4,179
"5491","Diamantino",28,10,1,39,179
"5492","Dom Aquino",3,17,1,21,179
"5493","Feliz Natal",36,11,1,48,179
"5494","Figueiropolis do Oeste",3,4,1,8,179
"5495","Gaucha do Norte",17,3,0,20,179
"5496","General Carneiro",23,3,2,28,179
"5497","Guaranta do Norte",56,54,1,111,179
"5498","Guiratinga",4,8,0,12,179
"5499","Indiavai",2,0,0,2,179
"5500","Ipiranga do Norte",8,16,0,24,179
"5501","Itanhanga",4,2,0,6,179
"5502","Itauba",5,3,0,8,179
"5503","Itiquira",8,8,0,16,179
"5504","Jaciara",45,78,3,126,179
"5505","Jangada",14,16,1,31,179
"5506","Jauru",1,2,1,4,179
"5507","Juara",13,13,1,27,179
"5508","Juina",34,23,4,61,179
"5509","Juruena",29,3,0,32,179
"5510","Juscimeira",23,17,1,41,179
"5511","Lambari do Oeste",17,7,0,24,179
"5512","Lucas do Rio Verde",338,146,13,497,179
"5513","Luciara",0,1,0,1,179
"5514","Marcelandia",40,17,0,57,179
"5515","Matupa",96,26,1,123,179
"5516","Mirassol do Oeste",31,21,1,53,179
"5517","Nobres",20,7,1,28,179
"5518","Nortelandia",4,0,0,4,179
"5519","Nossa Senhora do Livramento",60,77,4,141,179
"5520","Nova Bandeirantes",7,0,1,8,179
"5521","Nova Brasilandia",1,1,0,2,179
"5522","Nova Canaa do Norte",7,0,0,7,179
"5523","Nova Guarita",0,5,0,5,179
"5524","Nova Lacerda",3,7,1,11,179
"5525","Nova Marilandia",4,7,0,11,179
"5526","Nova Maringa",5,2,0,7,179
"5527","Nova Monte Verde",2,3,0,5,179
"5528","Nova Mutum",174,209,7,390,179
"5529","Nova Nazare",2,1,0,3,179
"5530","Nova Olimpia",9,7,2,18,179
"5531","Nova Santa Helena",13,8,2,23,179
"5532","Nova Ubirata",17,32,0,49,179
"5533","Nova Xavantina",1,2,4,7,179
"5534","Novo Horizonte do Norte",2,0,0,2,179
"5535","Novo Mundo",7,18,1,26,179
"5536","Novo Santo Antonio",6,23,0,29,179
"5537","Novo Sao Joaquim",2,0,0,2,179
"5538","Paranaita",4,4,0,8,179
"5539","Paranatinga",34,2,0,36,179
"5540","Pedra Preta",56,57,1,114,179
"5541","Peixoto de Azevedo",54,63,1,118,179
"5542","Pocone",44,23,6,73,179
"5543","Pontal do Araguaia",26,8,0,34,179
"5544","Ponte Branca",0,0,1,1,179
"5545","Pontes e Lacerda",201,97,16,314,179
"5546","Porto Alegre do Norte",4,7,0,11,179
"5547","Porto dos Gauchos",20,1,1,22,179
"5548","Porto Esperidiao",72,35,5,112,179
"5549","Porto Estrela",3,0,1,4,179
"5550","Poxoreu",44,12,0,56,179
"5551","Primavera do Leste",306,235,13,554,179
"5552","Querencia",123,49,5,177,179
"5553","Reserva do Cabacal",1,0,0,1,179
"5554","Ribeirao Cascalheira",23,8,0,31,179
"5555","Ribeiraozinho",2,0,0,2,179
"5556","Rio Branco",4,4,0,8,179
"5557","Rondolandia",0,2,0,2,179
"5558","Rondonopolis",585,441,42,1068,179
"5559","Rosario Oeste",36,52,4,92,179
"5560","Salto do Ceu",2,0,0,2,179
"5561","Santa Carmem",22,3,1,26,179
"5562","Santa Cruz do Xingu",13,5,0,18,179
"5563","Santa Rita do Trivelato",4,0,0,4,179
"5564","Santa Terezinha",1,0,0,1,179
"5565","Santo Afonso",7,1,1,9,179
"5566","Santo Antonio do Leste",7,0,0,7,179
"5567","Santo Antonio do Leverger",13,5,0,18,179
"5568","Sao Felix do Araguaia",7,7,0,14,179
"5569","Sao Jose do Povo",7,9,1,17,179
"5570","Sao Jose do Rio Claro",6,6,1,13,179
"5571","Sao Jose do Xingu",6,0,2,8,179
"5572","Sao Jose dos Quatro Marcos",9,16,2,27,179
"5573","Sao Pedro da Cipa",0,8,1,9,179
"5574","Sapezal",36,93,2,131,179
"5575","Serra Nova Dourada",4,1,0,5,179
"5576","Sinop",139,213,20,372,179
"5577","Sorriso",466,163,7,636,179
"5578","Tabapora",22,0,1,23,179
"5579","Tangara da Serra",180,342,7,529,179
"5580","Tapurah",48,37,0,85,179
"5581","Terra Nova do Norte",13,8,0,21,179
"5582","Uniao do Sul",3,3,0,6,179
"5583","Vale de Sao Domingos",1,6,1,8,179
"5584","Varzea Grande",789,227,104,1120,179
"5585","Vera",17,3,1,21,179
"5586","Vila Bela da Santissima Trindade",85,19,3,107,179
"5587","Vila Rica",36,31,2,69,179
"5588","Acorizal",17,15,1,33,180
"5589","Agua Boa",36,39,2,77,180
"5590","Alta Floresta",24,119,3,146,180
"5591","Alto Araguaia",16,14,3,33,180
"5592","Alto Boa Vista",6,16,2,24,180
"5593","Alto Garcas",24,9,0,33,180
"5594","Alto Paraguai",6,3,0,9,180
"5595","Alto Taquari",3,1,1,5,180
"5596","Apiacas",3,0,0,3,180
"5597","Araguaiana",5,0,0,5,180
"5598","Araputanga",7,10,0,17,180
"5599","Arenapolis",13,19,1,33,180
"5600","Aripuana",13,47,2,62,180
"5601","Barao de Melgaco",6,0,0,6,180
"5602","Barra do Bugres",14,13,1,28,180
"5603","Barra do Garcas",109,77,13,199,180
"5604","Bom Jesus do Araguaia",8,18,0,26,180
"5605","Brasnorte",3,2,0,5,180
"5606","Caceres",188,63,9,260,180
"5607","Campinapolis",13,0,3,16,180
"5608","Campo Novo do Parecis",75,118,1,194,180
"5609","Campo Verde",182,147,2,331,180
"5610","Campos de Julio",52,31,2,85,180
"5611","Canabrava do Norte",8,15,0,23,180
"5612","Canarana",32,34,2,68,180
"5613","Castanheira",2,1,0,3,180
"5614","Chapada dos Guimaraes",26,25,4,55,180
"5615","Claudia",37,3,0,40,180
"5616","Cocalinho",5,0,0,5,180
"5617","Colider",54,80,2,136,180
"5618","Colniza",1,1,0,2,180
"5619","Comodoro",14,17,1,32,180
"5620","Confresa",125,179,7,311,180
"5621","Conquista do Oeste",8,3,0,11,180
"5622","Cotriguacu",0,7,2,9,180
"5623","Cuiaba",2732,679,159,3570,180
"5624","Curvelandia",9,8,1,18,180
"5625","Denise",9,3,0,12,180
"5626","Diamantino",32,10,1,43,180
"5627","Dom Aquino",3,17,1,21,180
"5628","Feliz Natal",38,11,1,50,180
"5629","Figueiropolis do Oeste",3,4,1,8,180
"5630","Gaucha do Norte",17,3,0,20,180
"5631","General Carneiro",23,3,2,28,180
"5632","Guaranta do Norte",56,54,1,111,180
"5633","Guiratinga",4,8,0,12,180
"5634","Indiavai",2,0,0,2,180
"5635","Ipiranga do Norte",8,16,0,24,180
"5636","Itanhanga",4,2,0,6,180
"5637","Itauba",5,3,0,8,180
"5638","Itiquira",8,8,0,16,180
"5639","Jaciara",54,79,3,136,180
"5640","Jangada",15,16,1,32,180
"5641","Jauru",1,2,1,4,180
"5642","Juara",19,16,1,36,180
"5643","Juina",35,23,4,62,180
"5644","Juruena",56,4,0,60,180
"5645","Juscimeira",23,17,1,41,180
"5646","Lambari do Oeste",17,7,0,24,180
"5647","Lucas do Rio Verde",338,146,13,497,180
"5648","Luciara",0,1,0,1,180
"5649","Marcelandia",40,17,0,57,180
"5650","Matupa",96,26,1,123,180
"5651","Mirassol do Oeste",31,21,1,53,180
"5652","Nobres",20,7,1,28,180
"5653","Nortelandia",4,0,0,4,180
"5654","Nossa Senhora do Livramento",61,77,4,142,180
"5655","Nova Bandeirantes",7,0,1,8,180
"5656","Nova Brasilandia",1,1,0,2,180
"5657","Nova Canaa do Norte",7,0,0,7,180
"5658","Nova Guarita",0,5,0,5,180
"5659","Nova Lacerda",3,7,1,11,180
"5660","Nova Marilandia",4,7,0,11,180
"5661","Nova Maringa",5,2,0,7,180
"5662","Nova Monte Verde",2,3,0,5,180
"5663","Nova Mutum",188,220,8,416,180
"5664","Nova Nazare",2,1,0,3,180
"5665","Nova Olimpia",9,7,2,18,180
"5666","Nova Santa Helena",13,8,2,23,180
"5667","Nova Ubirata",17,32,0,49,180
"5668","Nova Xavantina",1,2,4,7,180
"5669","Novo Horizonte do Norte",2,0,0,2,180
"5670","Novo Mundo",7,18,1,26,180
"5671","Novo Santo Antonio",6,23,0,29,180
"5672","Novo Sao Joaquim",2,0,0,2,180
"5673","Paranaita",4,4,0,8,180
"5674","Paranatinga",34,2,0,36,180
"5675","Pedra Preta",57,57,1,115,180
"5676","Peixoto de Azevedo",54,63,1,118,180
"5677","Pocone",50,23,6,79,180
"5678","Pontal do Araguaia",26,8,0,34,180
"5679","Ponte Branca",0,0,1,1,180
"5680","Pontes e Lacerda",200,97,17,314,180
"5681","Porto Alegre do Norte",4,7,0,11,180
"5682","Porto dos Gauchos",20,2,1,23,180
"5683","Porto Esperidiao",71,35,6,112,180
"5684","Porto Estrela",3,0,1,4,180
"5685","Poxoreu",55,12,0,67,180
"5686","Primavera do Leste",324,243,13,580,180
"5687","Querencia",123,49,5,177,180
"5688","Reserva do Cabacal",1,0,0,1,180
"5689","Ribeirao Cascalheira",23,8,0,31,180
"5690","Ribeiraozinho",2,0,0,2,180
"5691","Rio Branco",4,4,0,8,180
"5692","Rondolandia",0,2,0,2,180
"5693","Rondonopolis",633,440,44,1117,180
"5694","Rosario Oeste",35,52,5,92,180
"5695","Salto do Ceu",2,0,0,2,180
"5696","Santa Carmem",22,3,1,26,180
"5697","Santa Cruz do Xingu",13,5,0,18,180
"5698","Santa Rita do Trivelato",4,0,0,4,180
"5699","Santa Terezinha",1,0,0,1,180
"5700","Santo Afonso",7,1,1,9,180
"5701","Santo Antonio do Leste",7,0,0,7,180
"5702","Santo Antonio do Leverger",11,8,0,19,180
"5703","Sao Felix do Araguaia",7,7,0,14,180
"5704","Sao Jose do Povo",7,9,1,17,180
"5705","Sao Jose do Rio Claro",6,6,1,13,180
"5706","Sao Jose do Xingu",6,0,2,8,180
"5707","Sao Jose dos Quatro Marcos",9,16,2,27,180
"5708","Sao Pedro da Cipa",0,8,1,9,180
"5709","Sapezal",63,93,2,158,180
"5710","Serra Nova Dourada",4,1,0,5,180
"5711","Sinop",143,215,20,378,180
"5712","Sorriso",439,206,7,652,180
"5713","Tabapora",22,0,1,23,180
"5714","Tangara da Serra",185,342,7,534,180
"5715","Tapurah",48,37,0,85,180
"5716","Terra Nova do Norte",13,8,0,21,180
